name,iso_country,municipality,iata_code
Glendale Fokker Field,US,Glendale,GWV
Urad Middle Banner,CN,Urad Middle Banner,WZQ
W. H. Bramble Airport,MS,Plymouth,MNI
Miami Seaplane Base,US,Miami,MPB
Blubber Bay Seaplane Base,CA,Blubber Bay,XBB
Biniguni Airport,PG,Biniguni,XBN
Xinguara Municipal Airport,BR,Xinguara,XIG
Long XuyÃªn Airport,VN,Long XuyÃªn,XLO
Maramag Airport,PH,Maramag,XMA
Flughafen MÃ¼nchen-Riem,DE,Munich,MUC
Quáº£ng NgÃ£i Airfield,VN,Quáº£ng NgÃ£i,XNG
Xinbarag Youqi Baogede Airport,CN,New Barag Right Banner,XRQ
Smolensk North Airport,RU,Smolensk,LNX
Vinh Long Airfield,VN,Vinh Long,XVL
Modi,US,California,XXZ
Macau Heliport at Outer Harbour Ferry Terminal,MO,Macau,XZM
Waukon Municipal Airport,US,Waukon,UKN
Albany Airport,AU,Albany,ALH
Abingdon Downs Airport,AU,-,ABG
Alton Downs Airport,AU,-,AWN
Augustus Downs Airport,AU,-,AUD
Lyall Harbour Seaplane Base,CA,Saturna Island,YAJ
Marla Airport,AU,-,MRP
Alexandria Homestead Airport,AU,-,AXL
Aramac Airport,AU,-,AXC
Andamooka Airport,AU,-,ADO
Ammaroo Airport,AU,-,AMX
Amata Airport,AU,-,AMT
West Angelas Airport,AU,-,WLP
Anthony Lagoon Airport,AU,-,AYL
Alpha Airport,AU,Alpha,ABH
Maple Bay Seaplane Base,CA,Maple Bay,YAQ
Ararat Airport,AU,-,ARY
Argyle Airport,AU,-,GYL
Armidale Airport,AU,Armidale,ARM
Arrabury Airport,AU,-,AAB
Aurukun Airport,AU,Aurukun,AUU
Austral Downs Airport,AU,-,AWP
Auvergne Airport,AU,-,AVG
Ayers Rock Connellan Airport,AU,Ayers Rock,AYQ
Ayr Airport,AU,-,AYR
Brisbane Archerfield Airport,AU,Brisbane,ACF
Northern Peninsula Airport,AU,Bamaga,ABM
Barcaldine Airport,AU,Barcaldine,BCI
Alice Springs Airport,AU,Alice Springs,ASP
Badu Island Airport,AU,-,BDD
Barkly Downs Airport,AU,-,BKP
Big Bell Airport,AU,Big Bell,BBE
Brisbane International Airport,AU,Brisbane,BNE
Gold Coast Airport,AU,Gold Coast,OOL
Blackall Airport,AU,Blackall,BKQ
Cairns International Airport,AU,Cairns,CNS
Charleville Airport,AU,Charleville,CTL
Bedford Downs Airport,AU,-,BDW
Bendigo Airport,AU,-,BXG
Birdsville Airport,AU,-,BVI
Bellburn Airstrip,AU,Pumululu National Park,BXF
Betoota Airport,AU,-,BTX
Beagle Bay Airport,AU,Beagle Bay,BEE
Boolgeeda,AU,-,OCM
Balgo Hill Airport,AU,Balgo,BQW
Bull Harbour Water Aerodrome,CA,Bull Harbour,YBH
Broken Hill Airport,AU,Broken Hill,BHQ
Hamilton Island Airport,AU,Hamilton Island,HTI
Bedourie Airport,AU,-,BEU
Billiluna Airport,AU,-,BIW
Bizant Airport,AU,Lakefield National Park,BZP
Baie-Johan-Beetz Water Aerodrome,CA,Baie-Johan-Beetz,YBJ
Bourke Airport,AU,-,BRK
Burketown Airport,AU,-,BUC
Benalla Airport,AU,-,BLN
Balcanoona Airport,AU,-,LCN
Bollon Airport,AU,-,BLS
Busselton Regional Airport,AU,-,BQB
Mount Isa Airport,AU,Mount Isa,ISA
Sunshine Coast Airport,AU,Maroochydore,MCY
Bloomfield River Airport,AU,-,BFC
Mackay Airport,AU,Mackay,MKY
Ballina Byron Gateway Airport,AU,Ballina,BNK
Bairnsdale Airport,AU,-,BSJ
Boigu Airport,AU,-,GIC
Oakey Airport,AU,-,OKY
Boulia Airport,AU,-,BQL
Brampton Island Airport,AU,-,BMP
Proserpine Whitsunday Coast Airport,AU,Proserpine,PPP
Telegraph Harbour Seaplane Base,CA,Thetis Island,YBQ
Rockhampton Airport,AU,Rockhampton,ROK
Borroloola Airport,AU,-,BOX
Broome International Airport,AU,Broome,BME
Balranald Airport,AU,-,BZD
Brunette Downs Airport,AU,-,BTD
Brewarrina Airport,AU,-,BWQ
Barimunya Airport,AU,-,BYP
Bathurst Airport,AU,Bathurst,BHS
Bathurst Island Airport,AU,-,BRT
Townsville Airport,AU,Townsville,TSV
Blackwater Airport,AU,-,BLT
Batavia Downs Airport,AU,-,BVW
Bundaberg Airport,AU,Bundaberg,BDB
Bunbury Airport,AU,-,BUY
Bulimba Airport,AU,-,BIP
Bowen Airport,AU,-,ZBO
Weipa Airport,AU,Weipa,WEI
Bolwarra Airport,AU,-,BCK
Toowoomba Wellcamp Airport,AU,Toowoomba,WTB
Barrow Island Airport,AU,-,BWB
Beverley Springs Airport,AU,-,BVZ
Cattle Creek Airport,AU,-,CTR
Caiguna Airport,AU,-,CGV
Coolah Airport,AU,-,CLH
Carnarvon Airport,AU,Carnarvon,CVQ
Casino Airport,AU,-,CSI
Cobar Airport,AU,-,CAZ
Coonabarabran Airport,AU,-,COJ
Canobie Airport,AU,Canobie,CBY
Cape Barren Island Airport,AU,-,CBI
Coober Pedy Airport,AU,-,CPD
Collarenebri Airport,AU,-,CRB
Chinchilla Airport,AU,-,CCL
Coconut Island Airport,AU,-,CNC
Cloncurry Airport,AU,Cloncurry,CNJ
Condobolin Airport,AU,-,CBX
Caloundra Airport,AU,-,CUD
Ceduna Airport,AU,-,CED
Cleve Airport,AU,-,CVC
Cortes Bay Water Aerodrome,CA,Cortes Bay,YCF
Camfield Airport,AU,-,CFI
Clifton Hills Airport,AU,Clifton Hills,CFH
Cape Flattery Airport,AU,-,CQP
Chillagoe Airport,AU,-,LLG
Cherrabah Airport,AU,Cherrabah Homestead Resort,CRH
Graeme Rowley Aerodrome,AU,Christmas Creek Mine,CKW
Charters Towers Airport,AU,-,CXT
RAAF Base Curtin,AU,-,DCN
Croker Island Airport,AU,-,CKI
Cooktown Airport,AU,-,CTN
Clermont Airport,AU,-,CMQ
Cunnamulla Airport,AU,-,CMA
Camooweal Airport,AU,-,CML
Camp Nifty Airport,AU,-,NIF
Cessnock Airport,AU,-,CES
Coonamble Airport,AU,-,CNB
Cordillo Downs Airport,AU,Cordillo Downs,ODL
Coen Airport,AU,Coen,CUQ
Collie Airport,AU,Collie,CIE
Cooma Snowy Mountains Airport,AU,Cooma,OOM
Cooinda Airport,AU,-,CDA
Corowa Airport,AU,-,CWW
Carpentaria Downs Airport,AU,Carpentaria Downs,CFP
Corryong Airport,AU,-,CYG
Christmas Creek Station Airport,AU,Christmas Creek,CXQ
Croydon Airport,AU,-,CDQ
Collinsville Airport,AU,-,KCE
Cootamundra Airport,AU,-,CMD
Cudal Airport,AU,-,CUG
Cue Airport,AU,-,CUY
Coondewanna Airport,AU,Coondewanna,CJF
Cowarie Airport,AU,-,CWR
Cowell Airport,AU,-,CCW
Cowra Airport,AU,-,CWT
Coolawanyah Airport,AU,Coolawanyah Station,COY
Dajarra Airport,AU,-,DJR
Dalby Airport,AU,-,DBY
Dirranbandi Airport,AU,-,DRN
Dunbar Airport,AU,-,DNB
Derby Airport,AU,-,DRB
Drumduff Airport,AU,Drumduff,DFP
Dalgaranga Gold Mine Airport,AU,-,DGD
Doongan Airport,AU,-,DNG
Dixie Airport,AU,New Dixie,DXD
Dunk Island Airport,AU,Dunk Island,DKI
Dulkaninna Airport,AU,Dulkaninna,DLK
Deniliquin Airport,AU,Deniliquin,DNQ
Delta Downs Airport,AU,-,DDN
Delissaville Airport,AU,-,DLV
Daly Waters Airport,AU,Daly Waters,DYW
Doomadgee Airport,AU,-,DMD
Daly River Airport,AU,-,DVR
Darnley Island Airport,AU,Darnley Island,NLF
Dorunda Airport,AU,Dorunda Outstation,DRD
Davenport Downs Airport,AU,-,DVP
Devonport Airport,AU,Devonport,DPO
Dongara Airport,AU,-,DOX
Drysdale River Airport,AU,-,DRY
Durham Downs Airport,AU,-,DHD
Durrie Airport,AU,-,DRR
Dunwich Airport,AU,Stradbroke Island,SRR
Docker River Airport,AU,-,DKV
Dysart Airport,AU,-,DYA
Wadi Ain Airport,YE,Wadi Ain,WDA
Echuca Airport,AU,-,ECH
Eucla Airport,AU,-,EUC
Etadunna Airport,AU,Etadunna,ETD
Eneabba Airport,AU,Eneabba,ENB
Einasleigh Airport,AU,Einasleigh,EIH
Elcho Island Airport,AU,Elcho Island,ELC
Elkedra Airport,AU,-,EKD
Emerald Airport,AU,Emerald,EMD
Yenkis(Yankisa) Airport,PG,-,YEQ
Erldunda Airport,AU,-,EDD
Ernabella Airport,AU,-,ERB
Elrose Airport,AU,Elrose Mine,ERQ
Esperance Airport,AU,Esperance,EPR
Eva Downs Airport,AU,Eva Downs,EVD
Evans Head Aerodrome,AU,-,EVH
Exmouth Airport,AU,-,EXM
Forbes Airport,AU,Forbes,FRB
Fortescue - Dave Forrest Aerodrome,AU,Cloudbreak Village,KFE
Finley Airport,AU,-,FLY
Flinders Island Airport,AU,Flinders Island,FLS
Flora Valley Airport,AU,-,FVL
Finke Airport,AU,Finke,FIK
Forrest Airport,AU,-,FOS
Oombulgurri Airport,AU,Forrest River Mission,FVR
Forster (Wallis Is) Airport,AU,-,FOT
Fitzroy Crossing Airport,AU,-,FIZ
Gamboola Airport,AU,-,GBP
Gayndah Airport,AU,-,GAH
South Goulburn Is Airport,AU,-,GBL
Gunnedah Airport,AU,-,GUH
Goondiwindi Airport,AU,-,GOO
Gordon Downs Airport,AU,Gordon Downs,GDD
Gregory Downs Airport,AU,-,GGD
Granite Downs Airport,AU,-,GTS
Gorge Harbour Seaplane Base,CA,Gorge Harbour,YGE
Geraldton Airport,AU,Geraldton,GET
Grafton Airport,AU,-,GFN
Ginbata Airport,AU,Ginbata,GBW
Gibb River Airport,AU,-,GBV
Great Keppel Is Airport,AU,Great Keppel Island,GKL
Gladstone Airport,AU,Gladstone,GLT
Goulburn Airport,AU,-,GUL
Glengyle Airport,AU,-,GLG
Geelong Airport,AU,-,GEX
Glen Innes Airport,AU,-,GLI
Glenormiston Airport,AU,-,GLM
Greenway Sound Seaplane Base,CA,Broughton Island,YGN
Grenfell Airport,AU,Grenfell,GFE
Greenvale Airport,AU,-,GVP
Mount Gordon Airport,AU,Mount Gordon Mine,GPD
Garden Point Airport,AU,-,GPN
Gascoyne Junction Airport,AU,Gascoyne Junction,GSC
Groote Eylandt Airport,AU,Groote Eylandt,GTE
Griffith Airport,AU,Griffith,GFF
Georgetown Airport,AU,-,GTT
Georgetown (Tas) Airport,AU,-,GEE
Gympie Airport,AU,-,GYP
Wilpena Pound Airport,AU,Hawker,HWK
Hay Airport,AU,-,HXX
Hervey Bay Airport,AU,Hervey Bay,HVB
Humbert River Airport,AU,-,HUB
Henbury Airport,AU,-,HRY
Headingly Airport,AU,-,HIP
Highbury Airport,AU,-,HIG
Horn Island Airport,AU,Horn Island,HID
Hillside Airport,AU,Hillside,HLL
Halls Creek Airport,AU,-,HCQ
Hermannsburg Airport,AU,-,HMG
Hamilton Airport,AU,-,HLT
Hooker Creek Airport,AU,Lajamanu,HOK
Mount Hotham Airport,AU,Mount Hotham,MHU
Hopetoun Airport,AU,-,HTU
Hope Vale Airport,AU,Hope Vale,HPE
Horsham Airport,AU,-,HSM
Heathlands Airport,AU,-,HAT
Hughenden Airport,AU,-,HGD
Indulkana Airport,AU,-,IDK
Innisfail Airport,AU,-,IFL
Iffley Airport,AU,-,IFF
Ingham Airport,AU,-,IGH
Inkerman Airport,AU,-,IKP
Injune Airport,AU,Injune,INJ
Innamincka Airport,AU,-,INM
Inverway Airport,AU,Inverway,IVW
Isisford Airport,AU,-,ISI
Inverell Airport,AU,Inverell,IVR
Jabiru Airport,AU,-,JAB
Jundah Airport,AU,-,JUN
Jindabyne Airport,AU,-,QJD
Julia Creek Airport,AU,-,JCK
Jurien Bay Airport,AU,-,JUR
Kalumburu Airport,AU,-,UBU
Kambalda Airport,AU,Kambalda,KDB
Kalbarri Airport,AU,Kalbarri,KAX
Streaky Bay Airport,AU,-,KBY
Kings Canyon Airport,AU,Kings Canyon Resort,KBJ
Kings Creek Airport,AU,-,KCS
Kerang Airport,AU,-,KRA
King Island Airport,AU,-,KNS
Kirkimbie Station Airport,AU,Kirkimbie,KBB
Kalkgurung Airport,AU,-,KFG
Koolatah Airport,AU,-,KOH
Koolburra Airport,AU,Koolburra,KKP
Karumba Airport,AU,-,KRB
Kamileroi Airport,AU,-,KML
Kempsey Airport,AU,-,KPS
Katanning Airport,AU,-,KNI
Kowanyama Airport,AU,Kowanyama,KWM
Kalpowar Airport,AU,Kalpower,KPP
Kingaroy Airport,AU,-,KGY
Kingscote Airport,AU,-,KGC
Klemtu Water Aerodrome,CA,Klemtu,YKT
Kubin Airport,AU,Moa Island,KUG
Kurundi Airport,AU,Kurundi Station,KRD
Lawn Hill Airport,AU,-,LWH
Leigh Creek Airport,AU,-,LGH
Leonora Airport,AU,Leonora,LNO
Lake Evella Airport,AU,-,LEL
Lakefield Airport,AU,Lakefield,LFP
Lord Howe Island Airport,AU,Lord Howe Island,LDH
Lockhart River Airport,AU,Lockhart River,IRG
Lyndhurst Airport,AU,Lyndhurst,LTP
Limbunya Airport,AU,Limbunya,LIB
Lindeman Island Airport,AU,Lindeman Island,LDC
Lismore Airport,AU,Lismore,LSY
Lake Nash Airport,AU,Alpurrurulam,LNH
Ballera Airport,AU,-,BBL
Lakeland Airport,AU,Lakeland Downs,LKD
Lock Airport,AU,Lock,LOC
Lorraine Airport,AU,-,LOA
Lotus Vale Airport,AU,Lotus Vale,LTV
Mingan Airport,CA,Mingan,YLP
Laura Airport,AU,-,LUU
Lightning Ridge Airport,AU,-,LHG
Longreach Airport,AU,Longreach,LRE
New Laura Airport,AU,-,LUT
Leinster Airport,AU,-,LER
Laverton Airport,AU,-,LVO
Latrobe Valley Airport,AU,Morwell,TGN
Lizard Island Airport,AU,-,LZR
Mabuiag Island Airport,AU,Mabuiag Island,UBB
Avalon Airport,AU,Melbourne,AVV
Albury Airport,AU,Albury,ABX
Mareeba Airport,AU,-,MRG
Marble Bar Airport,AU,-,MBB
Mallacoota Airport,AU,-,XMC
Manners Creek Airport,AU,-,MFP
Millicent Airport,AU,-,MLR
Mudgee Airport,AU,Mudgee,DGE
Mandora Airport,AU,Mandora,MQA
Macdonald Downs Airport,AU,-,MNW
Meekatharra Airport,AU,-,MKR
Melbourne Essendon Airport,AU,Melbourne,MEB
Merimbula Airport,AU,Merimbula,MIM
Merluna Airport,AU,Merluna,MLV
Milingimbi Airport,AU,Milingimbi Island,MGT
Maningrida Airport,AU,Maningrida,MNG
Mount Gunson Airport,AU,Mount Gunson,GSN
Margaret River (Station) Airport,AU,-,MGV
Margaret River Airport,AU,-,MQZ
Musgrave Airport,AU,Musgrave,MVU
Hobart International Airport,AU,Hobart,HBA
Mount House Airport,AU,-,MHO
McArthur River Mine Airport,AU,McArthur River Mine,MCV
Mildura Airport,AU,Mildura,MQL
Minlaton Airport,AU,-,XML
Mitchell Plateau Airport,AU,Mitchell Plateau,MIH
Mitchell Airport,AU,-,MTQ
Manjimup Airport,AU,-,MJP
Miles Airport,AU,-,WLE
Launceston Airport,AU,Launceston,LST
Melbourne Moorabbin Airport,AU,Melbourne,MBW
Murrin Murrin Airport,AU,Murrin Murrin,WUI
Melbourne International Airport,AU,Melbourne,MEL
Middlemount Airport,AU,-,MMM
Maitland Airport,AU,-,MTL
Mount Keith Airport,AU,-,WME
Monkira Airport,AU,-,ONR
Mount Swan Airport,AU,-,MSF
Morney Airport,AU,-,OXY
Mount Magnet Airport,AU,-,MMG
Mooraberree Airport,AU,-,OOR
Moree Airport,AU,Moree,MRZ
Moreton Airport,AU,Moreton,MET
Minnipa Airport,AU,-,MIN
Marqua Airport,AU,Marqua,MQE
Moranbah Airport,AU,Moranbah,MOV
Marree Airport,AU,-,RRE
Morawa Airport,AU,-,MWB
Moruya Airport,AU,Moruya,MYA
Mount Sanford Station Airport,AU,-,MTD
Mittebah Airport,AU,-,MIY
Muttaburra Airport,AU,-,UTB
Mount Gambier Airport,AU,-,MGB
Mornington Island Airport,AU,-,ONG
Monto Airport,AU,-,MNQ
Muccan Station Airport,AU,Muccan Station,MUQ
Mungeranie Airport,AU,Mungeranie,MNE
Murray Island Airport,AU,Murray Island,MYI
Mulka Airport,AU,Mulka,MVK
Mulga Park Airport,AU,-,MUP
Mount Cavenagh Airport,AU,-,MKV
Mullewa Airport,AU,-,MXU
Moolawatana Airport,AU,Moolawatana Station,MWT
Marion Downs Airport,AU,Marion Downs,MXD
Maryborough Airport,AU,Maryborough,MBH
Merty Merty Airport,AU,-,RTY
Nappa Merrie Airport,AU,-,NMR
Narrandera Airport,AU,Narrandera,NRA
Narrabri Airport,AU,Narrabri,NAA
Ngukurr Airport,AU,-,RPM
Nambucca Heads Airport,AU,Nambucca Heads,NBH
Nicholson Airport,AU,-,NLS
Noonkanbah Airport,AU,-,NKB
New Moon Airport,AU,Basalt,NMP
Napperby Airport,AU,Napperby,NPP
Naracoorte Airport,AU,-,NAC
Narrogin Airport,AU,Narrogin,NRG
Narromine Airport,AU,-,QRM
Ravensthorpe Airport,AU,-,RVT
Noosa Airport,AU,-,NSV
Norseman Airport,AU,-,NSM
Yantai Penglai International Airport,CN,Yantai,YNT
Normanton Airport,AU,Normanton,NTN
Nullabor Motel Airport,AU,-,NUR
Nullagine Airport,AU,-,NLL
Numbulwar Airport,AU,-,NUB
Nutwood Downs Airport,AU,Nutwood Downs,UTD
Newman Airport,AU,Newman,ZNE
Nyngan Airport,AU,-,NYN
Oenpelli Airport,AU,-,OPI
Opinaca Aerodrome,CA,ÃlÃ©onore Mine,YOI
Colac Airport,AU,Colac,XCO
Olympic Dam Airport,AU,Olympic Dam,OLP
Onslow Airport,AU,-,ONS
Oodnadatta Airport,AU,-,ODD
Moomba Airport,AU,-,MOO
Orbost Airport,AU,-,RBS
Orange Airport,AU,Orange,OAG
Ord River Airport,AU,Ord River,ODR
Osborne Mine Airport,AU,-,OSO
Ouyen Airport,AU,-,OYN
Adelaide International Airport,AU,Adelaide,ADL
Port Augusta Airport,AU,-,PUG
Palm Island Airport,AU,-,PMK
Paraburdoo Airport,AU,Paraburdoo,PBO
Cocos (Keeling) Islands Airport,CC,Cocos (Keeling) Islands,CCK
Parndana Airport,AU,Kangaroo Island,PDN
Pandie Pandie Airport,AU,-,PDE
Darwin International Airport,AU,Darwin,DRW
Pardoo Airport,AU,Pardoo,PRD
Lake Macquarie Airport,AU,-,BEO
Gove Airport,AU,Nhulunbuy,GOV
Port Pirie Airport,AU,-,PPI
Perth Jandakot Airport,AU,Perth,JAD
Karratha Airport,AU,Karratha,KTA
Kalgoorlie Boulder Airport,AU,Kalgoorlie,KGI
Parkes Airport,AU,Parkes,PKE
Port Keats Airport,AU,-,PKT
Kununurra Airport,AU,Kununurra,KNX
Port Lincoln Airport,AU,Port Lincoln,PLO
Learmonth Airport,AU,Exmouth,LEA
Prominent Hill Airport,AU,OZ Minerals Prominent Hill Mine,PXH
Pormpuraaw Airport,AU,Pormpuraaw,EDR
Port Macquarie Airport,AU,Port Macquarie,PQQ
Penong Airport,AU,Penong,PEY
Portland Airport,AU,-,PTJ
Port Hedland International Airport,AU,Port Hedland,PHE
Perth International Airport,AU,Perth,PER
Penneshaw Airport,AU,Ironstone,PEA
Tindal Airport,AU,-,KTR
Woomera Airfield,AU,Woomera,UMR
Christmas Island Airport,CX,Christmas Island,XCH
Quirindi Airport,AU,-,UIR
April Point Seaplane Base,CA,Quadra Island,YQJ
Quilpie Airport,AU,-,ULP
Queenstown Airport,AU,-,UEE
Robinson River Airport,AU,-,RRV
Refuge Cove Seaplane Base,CA,Desolation Sound,YRC
Dean River Airport,CA,Kimsquit Valley,YRD
Renmark Airport,AU,-,RMK
Richmond Airport,AU,-,RCM
Ramingining Airport,AU,-,RAM
Robinhood Airport,AU,-,ROH
Roebourne Airport,AU,Roebourne,RBU
Robinvale Airport,AU,-,RBC
Roma Airport,AU,Roma,RMA
Roper Bar Airport,AU,Roper Bar,RPB
Roseberth Airport,AU,-,RSB
Rottnest Island Airport,AU,-,RTS
Rutland Plains Airport,AU,-,RTP
Roy Hill Station Airport,AU,-,RHL
Sandstone Airport,AU,Sandstone,NDS
Sydney Bankstown Airport,AU,Sydney,BWU
Canberra International Airport,AU,Canberra,CBR
Carosue Dam Airport,AU,Carosue Dam Gold Mine,WCD
Coffs Harbour Airport,AU,Coffs Harbour,CFS
Camden Airport,AU,-,CDU
Scone Airport,AU,-,NSO
Southern Cross Airport,AU,-,SQC
Dubbo City Regional Airport,AU,Dubbo,DBO
St George Airport,AU,-,SGO
Singleton Airport,AU,Singleton,SIX
South Galway Airport,AU,-,ZGL
Shay Gap Airport,AU,Shay Gap,SGP
Shark Bay Airport,AU,Denham,MJK
Shute Harbour Airport,AU,-,JHQ
Shepparton Airport,AU,-,SHT
Saibai Island Airport,AU,Saibai Island,SBR
Smithton Airport,AU,-,SIO
Smith Point Airport,AU,-,SHU
Strathmore Airport,AU,-,STH
Snake Bay Airport,AU,-,SNB
Norfolk Island International Airport,NF,Burnt Pine,NLK
Nowra Airport,AU,-,NOA
Stanthorpe Airport,AU,-,SNH
Spring Creek Airport,AU,-,SCG
Southport Airport,AU,-,SHQ
Springvale Airport,AU,-,KSV
RAAF Base Richmond,AU,Richmond,XRH
Strahan Airport,AU,-,SRN
Sydney Kingsford Smith International Airport,AU,Sydney,SYD
St Helens Airport,AU,-,HLS
Stephens Island Seaplane Base,AU,Stephens Island,STF
Tamworth Airport,AU,Tamworth,TMW
Silver Plains Airport,AU,Silver Plains,SSP
Wagga Wagga City Airport,AU,Wagga Wagga,WGA
Swan Hill Airport,AU,-,SWH
Stawell Airport,AU,-,SWC
Tara Airport,AU,-,XTR
Tableland Homestead Airport,AU,-,TBL
Taroom Airport,AU,-,XTO
Tarcoola Airport,AU,Tarcoola,TAQ
Pattaya Airpark,TH,Pattaya,PYX
Timber Creek Airport,AU,-,TBK
Theodore Airport,AU,-,TDR
Trepell Airport,AU,Trepell,TQP
Telfer Airport,AU,-,TEF
Temora Airport,AU,-,TEM
Tangalooma Airport,AU,-,TAN
Thargomindah Airport,AU,-,XTG
Theda Station Airport,AU,Theda Station,TDN
Thylungra Airport,AU,-,TYG
Tibooburra Airport,AU,-,TYB
Turkey Creek Airport,AU,Turkey Creek,TKY
The Monument Airport,AU,Phosphate Hill,PHQ
Tumut Airport,AU,-,TUM
Tobermorey Airport,AU,Tobermorey,TYP
Tanbar Airport,AU,Tanbar Station,TXR
Thangool Airport,AU,Biloela,THG
Tennant Creek Airport,AU,Tennant Creek,TCA
Tocumwal Airport,AU,-,TCW
Taree Airport,AU,Taree,TRO
Truscott-Mungalalu Airport,AU,Anjo Peninsula,TTX
Tasu Water Aerodrome,CA,Tasu,YTU
Toowoomba Airport,AU,Toowoomba,TWB
Yangzhou Taizhou Airport,CN,-,YTY
Undara Airport,AU,-,UDA
Cluny Airport,AU,-,CZY
Useless Loop Airport,AU,-,USL
Victoria River Downs Airport,AU,-,VCD
Vanrook Station Airport,AU,-,VNR
Wauchope Airport,AU,Wauchope,WAU
Wallal Airport,AU,Wallal,WLA
Wave Hill Airport,AU,-,WAV
Warrnambool Airport,AU,-,WMB
Warraber Island Airport,AU,Sue Islet,SYU
Wilcannia Airport,AU,-,WIO
Walcha Airport,AU,-,WLC
Warwick Airport,AU,-,WAZ
Windarra Airport,AU,-,WND
Windarling Airport,AU,Windarling Mine,WRN
Windorah Airport,AU,-,WNR
Wondoola Airport,AU,Wondoola,WON
Mount Full Stop Airport,AU,Wando Vale,MFL
Wangaratta Airport,AU,-,WGT
Whyalla Airport,AU,Whyalla,WYA
Whitsunday Island Airport,AU,-,WSY
Wittenoom Airport,AU,-,WIT
Warracknabeal Airport,AU,-,WKB
Walgett Airport,AU,-,WGE
Newcastle Airport,AU,Williamtown,NTL
Wiluna Airport,AU,-,WUN
Wrotham Park Airport,AU,-,WPK
Wondai Airport,AU,-,WDI
Shellharbour Airport,AU,-,WOL
Wollogorang Airport,AU,-,WLL
Warren Airport,AU,-,QRR
West Sale Airport,AU,Sale,SXE
Waterloo Airport,AU,-,WLO
Winton Airport,AU,-,WIN
Wudinna Airport,AU,-,WUD
Wee Waa Airport,AU,-,WEW
Warrawagine Airport,AU,-,WRW
Woodie Woodie Airport,AU,Woodie Woodie,WWI
West Wyalong Airport,AU,West Wyalong,WWY
Wyndham Airport,AU,-,WYN
Wynyard Airport,AU,Burnie,BWT
Sanhe Airport,CN,Yueyang,YYA
Yalgoo Airport,AU,Yalgoo,YLG
Yorke Island Airport,AU,Yorke Island,OKR
Yeelirrie Airport,AU,-,KYF
Yam Island Airport,AU,Yam Island,XMY
Yuendumu Airport,AU,-,YUE
Young Airport,AU,-,NGA
Yorketown Airport,AU,-,ORR
Yalata Mission Airport,AU,Yalata Mission,KYI
Akiachak Airport,US,Akiachak,KKI
Bear Creek 3 Airport,US,Bear Creek,BCC
Bethel Seaplane Base,US,Bethel,JBT
Cape Pole Seaplane Base,US,Cape Pole,CZP
Chignik Bay Seaplane Base,US,Chignik,KBW
Birch Creek Airport,US,Birch Creek,KBC
Copper Center 2 Airport,US,Copper Center,CZC
Pretoria Central Heliport,ZA,Pretoria,HPR
Ulusaba Airport,ZA,Ulusaba,ULX
Tanda Tula Airport,ZA,Welverdiend,TDT
Hazyview Airport,ZA,Hazyview,HZV
Khoka Moya Airport,ZA,Khoka Moya,KHO
Mkambati Airport,ZA,Mkambati,MBM
Inyati Airport,ZA,Inyati,INY
Tshipise Airport,ZA,Tshipise,TSD
Singita Safari Lodge Airport,ZA,Singita Safari Lodge,SSX
Koingnaas Airport,ZA,Koingnaas,KIG
Beijing Capital International Airport,CN,Beijing,PEK
Beijing Daxing International Airport,CN,Beijing,PKX
Chengde Puning Airport,CN,Chengde,CDE
Chifeng Airport,CN,Chifeng,CIF
Changzhi Airport,CN,Changzhi,CIH
Qinhuangdao Beidaihe Airport,CN,Qinhuangdao,BPE
Ordos Ejin Horo Airport,CN,Ordos,DSN
Datong Airport,CN,Datong,DAT
Erenhot Saiwusu International Airport,CN,Erenhot,ERL
Arxan Yi'ershi Airport,CN,Arxan,YIE
Handan Airport,CN,Handan,HDG
Baita International Airport,CN,Hohhot,HET
Holingol Huolinhe Airport,CN,Holingol,HUO
Å½abljak Airport,ME,Å½abljak Airport,ZBK
Hulunbuir Hailar Airport,CN,Hailar,HLD
Linfen Qiaoli Airport,CN,Linfen,LFQ
LÃ¼liang Airport,CN,LÃ¼liang,LLV
Manzhouli Xijiao Airport,CN,-,NZH
Beijing Nanyuan Airport,CN,Beijing,NAY
Baotou Airport,CN,Baotou,BAV
Shijiazhuang Daguocun International Airport,CN,Shijiazhuang,SJW
Tianjin Binhai International Airport,CN,Tianjin,TSN
Tongliao Airport,CN,Tongliao,TGO
Ulanqab Jining Airport,CN,Ulanqab,UCB
Wuhai Airport,CN,Wuhai,WUA
Ulanhot Airport,CN,Ulanhot,HLH
Xilinhot Airport,CN,Xilinhot,XIL
Xingtai Dalian Airport,CN,Xingtai,XNT
Xinzhou Wutaishan Airport,CN,Xinzhou,WUT
Yuncheng Guangong Airport,CN,Yuncheng,YCU
Taiyuan Wusu Airport,CN,Taiyuan,TYN
Bayannur Tianjitai Airport,CN,Bavannur,RLK
Chengjisihan Airport,CN,Zhalantun,NZL
Delma Airport,AE,Delma Island,ZDY
Zenag Airport,PG,Zenag,ZEN
Beihai Airport,CN,Beihai,BHY
Changde Airport,CN,Changde,CGD
Zhijiang Airport,CN,Huaihua,HJJ
Dayong Airport,CN,Dayong,DYG
Guangzhou Baiyun International Airport,CN,Guangzhou,CAN
Changsha Huanghua International Airport,CN,Changsha,CSX
Hechi Jinchengjiang Airport,CN,Hechi,HCJ
